id,age_category,age,gender_category,gender,education_category,education,neuroticism,extraversion,openness,agreeableness,conscientiousness,impulsiveness,sensation,cannabis
1158,18-24,1,F,0,Some_college,5,38,39,44,39,45,4,6,1
1159,18-24,1,M,1,Some_college,5,42,52,57,46,39,8,7,1
1160,45-54,4,M,1,Certificate-diploma,6,31,40,44,35,48,3,10,1
1161,25-34,2,F,0,University_degree,7,42,39,47,43,33,5,5,1
1162,18-24,1,M,1,Left_school_at_17,3,44,32,36,37,43,6,7,1
1163,18-24,1,M,1,Some_college,5,36,39,56,44,44,6,2,1
1164,25-34,2,F,0,Doctorate,9,34,33,48,49,54,3,6,0
1165,25-34,2,M,1,Left_school_at_17,3,32,42,46,44,45,5,8,1
1166,25-34,2,M,1,Some_college,5,44,32,49,39,49,7,9,1
1167,35-44,3,M,1,University_degree,7,32,36,52,48,28,9,2,1
1168,25-34,2,M,1,University_degree,7,41,33,53,41,46,4,8,1
1169,18-24,1,M,1,Left_school_at_18,4,44,38,55,38,34,7,7,1
1170,45-54,4,M,1,Certificate-diploma,6,40,39,45,30,34,6,10,1
1171,35-44,3,F,0,University_degree,7,25,48,55,51,44,3,9,1
1172,35-44,3,M,1,Some_college,5,37,36,46,38,43,3,10,1
1173,18-24,1,M,1,Some_college,5,33,41,39,47,48,7,10,1
1174,18-24,1,F,0,Some_college,5,40,41,55,47,46,2,8,1
1175,18-24,1,M,1,Some_college,5,36,34,52,41,49,4,7,1
1176,25-34,2,M,1,Masters,8,39,34,46,37,49,9,2,1
1177,18-24,1,M,1,Some_college,5,23,40,40,48,40,4,7,1
1178,18-24,1,M,1,Some_college,5,44,39,46,34,35,2,8,1
1179,25-34,2,F,0,Some_college,5,31,42,47,53,43,8,10,1
1180,25-34,2,F,0,Masters,8,55,43,57,24,32,9,2,1
1181,18-24,1,M,1,Some_college,5,28,38,42,48,40,4,3,1
1182,18-24,1,M,1,Some_college,5,34,28,48,39,40,3,10,1
1183,25-34,2,M,1,Some_college,5,52,37,42,40,34,5,10,1
1184,25-34,2,F,0,Certificate-diploma,6,40,37,42,56,36,6,8,1
1185,18-24,1,M,1,University_degree,7,31,47,52,41,53,3,9,1
1186,45-54,4,M,1,Left_school_at_16,2,34,31,45,49,44,4,7,1
1187,18-24,1,M,1,Some_college,5,44,38,50,37,35,7,7,1
1188,18-24,1,M,1,Some_college,5,26,44,48,47,36,9,10,1
1189,25-34,2,F,0,University_degree,7,48,38,52,46,42,5,8,1
1190,55-64,5,F,0,Doctorate,9,32,43,49,40,42,4,8,1
1191,18-24,1,M,1,Some_college,5,25,49,49,39,42,8,10,1
1192,18-24,1,M,1,Masters,8,18,42,51,54,48,3,6,1
1193,18-24,1,F,0,Some_college,5,42,44,49,44,22,9,5,0
1194,18-24,1,M,1,Left_school_at_18,4,51,29,49,46,33,9,5,1
1195,18-24,1,M,1,Some_college,5,14,47,53,53,38,5,10,1
1196,35-44,3,M,1,University_degree,7,39,41,51,36,45,6,5,0
1197,18-24,1,M,1,Some_college,5,45,37,46,40,29,7,10,1
1198,18-24,1,M,1,Some_college,5,41,38,42,38,38,4,7,1
1199,25-34,2,M,1,University_degree,7,27,38,45,30,40,6,2,0
1200,25-34,2,M,1,Left_school_at_16,2,32,21,41,43,44,2,4,1
1201,18-24,1,M,1,Some_college,5,55,19,37,45,27,6,5,1
1202,25-34,2,F,0,University_degree,7,37,28,49,49,29,4,4,0
1203,18-24,1,M,1,Some_college,5,39,46,57,38,37,8,2,1
1204,18-24,1,M,1,Some_college,5,29,45,48,36,36,4,7,1
1205,18-24,1,M,1,Left_school_at_18,4,40,43,44,34,40,6,5,1
1206,25-34,2,M,1,Some_college,5,44,30,49,36,33,5,7,1
1207,18-24,1,F,0,Left_school_at_18,4,26,36,46,29,31,8,10,1
1208,45-54,4,M,1,University_degree,7,31,50,55,52,50,4,9,0
1209,18-24,1,M,1,Certificate-diploma,6,37,40,51,28,51,7,2,1
1210,18-24,1,M,1,Some_college,5,22,33,50,36,39,6,10,1
1211,45-54,4,M,1,University_degree,7,26,44,43,36,47,7,7,1
1212,18-24,1,M,1,Some_college,5,23,47,50,39,36,7,10,1
1213,18-24,1,M,1,Some_college,5,33,32,48,40,34,2,7,1
1214,18-24,1,F,0,Some_college,5,45,41,50,42,26,2,10,1
1215,18-24,1,M,1,Some_college,5,33,41,50,40,42,5,7,1
1216,35-44,3,F,0,Certificate-diploma,6,43,43,36,37,43,8,7,1
1217,25-34,2,M,1,Certificate-diploma,6,48,36,52,43,35,7,7,1
1218,18-24,1,M,1,Certificate-diploma,6,34,49,55,44,31,6,7,1
1219,18-24,1,M,1,Some_college,5,40,44,44,37,42,5,7,1
1220,25-34,2,F,0,Masters,8,39,48,45,38,34,5,6,1
1221,18-24,1,F,0,Some_college,5,24,41,51,35,30,3,7,1
1222,18-24,1,F,0,Certificate-diploma,6,46,46,48,32,35,7,10,1
1223,18-24,1,F,0,Left_school_at_18,4,46,38,47,33,37,7,5,1
1224,18-24,1,M,1,Some_college,5,33,44,48,40,42,8,5,1
1225,25-34,2,M,1,Doctorate,9,31,22,30,42,41,4,3,0
1226,18-24,1,F,0,Some_college,5,45,38,46,43,39,4,9,1
1227,18-24,1,M,1,University_degree,7,42,49,50,44,48,5,2,1
1228,25-34,2,F,0,University_degree,7,41,44,54,42,31,6,9,1
1229,35-44,3,M,1,Left_school_at_16,2,47,36,47,47,30,2,9,1
1230,18-24,1,M,1,Some_college,5,26,52,54,44,46,6,10,1
1231,18-24,1,F,0,Left_school_at_18,4,37,41,53,40,41,5,8,1
1232,18-24,1,F,0,University_degree,7,46,31,53,29,38,8,5,1
1233,18-24,1,F,0,Some_college,5,51,37,49,47,45,5,8,0
1234,18-24,1,M,1,University_degree,7,43,37,50,47,41,5,10,1
1235,18-24,1,M,1,Some_college,5,36,32,46,45,46,2,2,1
1236,55-64,5,M,1,Masters,8,37,44,50,41,46,4,4,1
1237,45-54,4,F,0,Masters,8,21,45,54,47,42,4,2,1
1238,18-24,1,M,1,University_degree,7,36,45,52,40,50,5,6,1
1239,25-34,2,M,1,Left_school_at_18,4,39,42,52,50,36,6,8,1
1240,18-24,1,F,0,University_degree,7,35,41,49,34,45,6,7,0
1241,45-54,4,F,0,Some_college,5,40,40,48,47,42,6,6,1
1242,35-44,3,F,0,University_degree,7,46,30,43,42,35,4,6,0
1243,25-34,2,F,0,University_degree,7,24,45,37,36,41,4,10,1
1244,45-54,4,F,0,University_degree,7,27,26,36,52,48,2,6,1
1245,25-34,2,F,0,University_degree,7,41,40,39,44,31,3,6,1
1246,45-54,4,F,0,University_degree,7,24,51,46,44,54,2,4,1
1247,45-54,4,F,0,Certificate-diploma,6,24,38,30,53,32,2,2,1
1248,55-64,5,M,1,University_degree,7,37,36,40,40,32,6,8,1
1249,45-54,4,F,0,Certificate-diploma,6,30,38,44,51,46,2,9,0
1250,45-54,4,F,0,Masters,8,31,39,55,43,48,9,7,1
1251,35-44,3,F,0,Masters,8,27,39,49,40,49,3,6,0
1252,45-54,4,F,0,Doctorate,9,43,39,54,40,47,6,7,1
1253,35-44,3,F,0,Left_school_at_17,3,39,28,32,36,31,2,1,0
1254,35-44,3,F,0,University_degree,7,32,31,32,45,40,2,3,1
1255,25-34,2,F,0,University_degree,7,36,34,44,40,37,4,9,0
1256,45-54,4,F,0,University_degree,7,49,35,48,52,43,2,6,0
1257,35-44,3,F,0,University_degree,7,26,36,46,34,46,7,10,0
1258,25-34,2,F,0,Masters,8,50,31,41,37,42,3,6,0
1259,25-34,2,F,0,Doctorate,9,27,45,42,39,42,2,4,0
1260,45-54,4,F,0,Masters,8,32,34,43,35,41,9,10,0
1261,45-54,4,F,0,University_degree,7,29,42,44,45,36,5,10,1
1262,25-34,2,F,0,Some_college,5,50,36,53,50,36,9,8,0
1263,25-34,2,F,0,Certificate-diploma,6,39,46,39,44,46,6,7,1
1264,45-54,4,F,0,University_degree,7,36,39,41,45,46,3,9,1
1265,25-34,2,F,0,Certificate-diploma,6,32,34,38,47,42,6,10,0
1266,35-44,3,F,0,Left_school_at_16,2,28,40,38,41,44,5,9,0
1267,25-34,2,F,0,Masters,8,53,33,44,31,26,8,2,1
1268,35-44,3,F,0,Certificate-diploma,6,37,32,43,47,44,2,1,0
1269,35-44,3,F,0,University_degree,7,40,40,38,32,42,5,10,0
1270,25-34,2,F,0,Masters,8,35,37,43,54,44,2,6,1
1271,25-34,2,F,0,Certificate-diploma,6,24,39,38,49,43,3,6,1
1272,55-64,5,F,0,University_degree,7,34,39,47,48,38,7,3,0
1273,35-44,3,F,0,Some_college,5,52,33,33,48,34,5,1,0
1274,35-44,3,M,1,Doctorate,9,52,39,52,36,39,4,9,0
1275,35-44,3,F,0,Masters,8,26,41,49,41,46,4,9,1
1276,45-54,4,F,0,Certificate-diploma,6,21,35,34,44,53,3,8,1
1277,18-24,1,M,1,Some_college,5,31,47,50,39,33,6,5,1
1278,25-34,2,F,0,Some_college,5,35,49,58,37,38,8,5,1
1279,35-44,3,F,0,Certificate-diploma,6,25,38,51,49,49,2,8,1
1280,18-24,1,F,0,University_degree,7,42,41,38,45,38,6,6,0
1281,18-24,1,M,1,University_degree,7,44,44,40,28,48,9,2,0
1282,18-24,1,M,1,Some_college,5,24,51,48,50,45,4,9,1
1283,18-24,1,F,0,Some_college,5,23,40,47,44,40,3,8,1
1284,18-24,1,F,0,Some_college,5,44,25,49,35,27,9,5,1
1285,18-24,1,M,1,Some_college,5,54,33,46,35,32,3,3,1
1286,18-24,1,M,1,Some_college,5,20,52,60,48,44,8,5,1
1287,18-24,1,M,1,Some_college,5,43,43,41,33,38,9,7,1
1288,35-44,3,F,0,University_degree,7,30,43,58,40,41,7,5,1
1289,18-24,1,F,0,Some_college,5,35,46,46,36,39,4,10,1
1290,18-24,1,M,1,Masters,8,31,42,52,42,47,4,8,1
1291,18-24,1,M,1,Some_college,5,47,28,46,36,34,5,7,1
1292,25-34,2,M,1,Certificate-diploma,6,33,45,48,41,43,9,5,1
1293,25-34,2,M,1,Some_college,5,53,32,49,32,32,8,5,1
1294,25-34,2,F,0,Masters,8,43,53,54,38,51,7,2,1
1295,18-24,1,F,0,Some_college,5,53,23,51,38,34,4,6,1
1296,18-24,1,M,1,Some_college,5,36,36,54,48,33,3,7,1
1297,18-24,1,F,0,Some_college,5,32,43,45,37,50,4,8,1
1298,18-24,1,M,1,Some_college,5,32,40,50,42,38,5,5,1
1299,35-44,3,F,0,University_degree,7,19,43,50,34,38,6,8,1
1300,25-34,2,M,1,Some_college,5,45,39,56,44,44,6,5,1
1301,35-44,3,F,0,Some_college,5,30,33,55,45,37,4,8,1
1302,18-24,1,F,0,Some_college,5,38,48,47,49,49,5,4,1
1303,18-24,1,M,1,University_degree,7,29,49,55,52,49,2,8,1
1304,35-44,3,M,1,University_degree,7,35,36,39,39,45,2,1,1
1305,18-24,1,F,0,Some_college,5,31,45,56,49,31,8,10,1
1306,18-24,1,M,1,Some_college,5,58,22,53,43,23,5,4,1
1307,25-34,2,M,1,Some_college,5,32,44,57,39,44,5,7,1
1308,25-34,2,M,1,Masters,8,27,31,45,38,43,4,9,1
1309,25-34,2,F,0,University_degree,7,32,43,47,46,42,6,10,1
1310,25-34,2,F,0,Masters,8,23,56,51,56,44,6,2,1
1311,18-24,1,M,1,Left_school_at_16,2,41,34,39,38,40,6,10,1
1312,18-24,1,F,0,Some_college,5,33,42,48,46,47,4,8,1
1313,35-44,3,F,0,Masters,8,26,52,52,40,53,3,8,1
1314,18-24,1,F,0,Some_college,5,24,54,29,33,31,9,5,1
1315,35-44,3,M,1,University_degree,7,27,46,50,49,49,6,5,1
1316,18-24,1,M,1,University_degree,7,20,47,51,41,50,4,10,1
1317,25-34,2,M,1,Certificate-diploma,6,27,39,51,31,39,4,9,1
1318,25-34,2,F,0,University_degree,7,36,45,34,34,46,3,6,1
1319,18-24,1,F,0,Some_college,5,40,31,43,49,41,7,5,1
1320,35-44,3,M,1,University_degree,7,29,38,44,42,50,4,8,1
1321,18-24,1,M,1,Some_college,5,44,46,45,41,40,8,7,1
1322,18-24,1,F,0,Some_college,5,31,45,58,48,40,2,4,1
1323,18-24,1,F,0,University_degree,7,38,42,59,46,29,5,9,1
1324,35-44,3,M,1,Some_college,5,46,30,45,45,51,3,4,1
1325,18-24,1,F,0,Some_college,5,40,36,53,46,34,5,6,1
1326,18-24,1,M,1,Certificate-diploma,6,42,26,48,44,38,3,5,1
1327,18-24,1,M,1,Certificate-diploma,6,27,42,55,41,39,8,2,1
1328,18-24,1,M,1,Some_college,5,24,38,47,51,49,5,9,1
1329,18-24,1,F,0,University_degree,7,29,45,53,54,44,4,9,1
1330,25-34,2,F,0,University_degree,7,53,34,54,32,33,7,10,1
1331,18-24,1,M,1,University_degree,7,50,39,46,54,33,6,10,1
1332,35-44,3,M,1,University_degree,7,48,32,52,44,37,3,10,1
1333,18-24,1,F,0,Certificate-diploma,6,53,30,33,37,55,2,3,1
1334,18-24,1,M,1,University_degree,7,40,38,49,37,44,6,10,1
1335,25-34,2,M,1,Some_college,5,15,42,51,57,42,8,7,1
1336,45-54,4,M,1,University_degree,7,48,31,49,37,42,3,8,1
1337,18-24,1,F,0,University_degree,7,36,50,41,48,50,5,6,1
1338,18-24,1,F,0,University_degree,7,37,40,43,38,47,5,9,0
1339,35-44,3,M,1,Certificate-diploma,6,37,43,48,39,47,6,10,1
1340,18-24,1,M,1,Certificate-diploma,6,52,26,44,40,21,8,5,1
1341,18-24,1,M,1,Left_school_at_18,4,30,59,58,39,48,9,5,1
1342,35-44,3,M,1,Left_school_at_18,4,43,30,39,41,38,3,10,1
1343,35-44,3,F,0,Doctorate,9,32,37,54,44,30,6,10,1
1344,18-24,1,M,1,Certificate-diploma,6,38,44,33,36,35,7,10,1
1345,18-24,1,M,1,Left_school_at_18,4,49,31,38,26,48,2,9,1
1346,18-24,1,M,1,Left_school_at_18,4,44,47,56,51,44,7,5,1
1347,45-54,4,M,1,Some_college,5,44,39,49,42,43,5,9,1
1348,18-24,1,M,1,University_degree,7,43,27,52,40,26,4,10,1
1349,18-24,1,F,0,Left_school_at_18,4,47,33,44,45,39,4,6,1
1350,18-24,1,F,0,Some_college,5,26,55,48,35,32,9,7,1
1351,18-24,1,F,0,Some_college,5,19,33,47,43,37,5,10,1
1352,18-24,1,F,0,University_degree,7,40,36,39,42,51,2,1,0
1353,55-64,5,M,1,University_degree,7,52,24,38,35,40,7,4,1
1354,18-24,1,F,0,Left_school_at_18,4,30,44,54,48,43,5,8,1
1355,18-24,1,M,1,Some_college,5,46,33,55,42,32,7,10,1
1356,18-24,1,M,1,University_degree,7,34,42,50,49,42,8,7,1
1357,25-34,2,M,1,Some_college,5,21,44,50,43,46,7,10,1
1358,18-24,1,M,1,Certificate-diploma,6,40,41,44,37,45,7,10,1
1359,18-24,1,M,1,Some_college,5,23,37,52,40,31,7,10,1
1360,18-24,1,M,1,Some_college,5,31,28,49,36,43,4,9,1
1361,18-24,1,F,0,Some_college,5,41,46,56,43,50,6,8,1
1362,18-24,1,F,0,Some_college,5,26,45,56,35,24,4,7,1
1363,18-24,1,M,1,Some_college,5,44,32,50,48,33,7,6,1
1364,25-34,2,F,0,Masters,8,39,36,47,47,54,4,8,0
1365,18-24,1,M,1,Some_college,5,44,44,40,36,31,8,7,1
1366,35-44,3,F,0,University_degree,7,35,33,48,50,35,7,9,1
1367,18-24,1,F,0,Left_school_at_16,2,37,38,46,31,25,8,10,1
1368,18-24,1,M,1,Left_school_at_18,4,38,27,49,46,31,2,4,1
1369,18-24,1,F,0,Some_college,5,50,44,53,33,33,7,7,1
1370,18-24,1,M,1,Some_college,5,40,50,53,46,40,6,5,1
1371,25-34,2,F,0,Certificate-diploma,6,57,41,47,35,30,9,2,1
1372,25-34,2,F,0,Masters,8,30,37,35,48,38,2,1,1
1373,18-24,1,M,1,Some_college,5,48,41,50,41,32,2,9,1
1374,25-34,2,M,1,University_degree,7,47,41,44,46,36,6,7,1
1375,45-54,4,M,1,University_degree,7,30,36,46,42,41,2,3,1
1376,18-24,1,M,1,Left_school_at_18,4,26,51,48,48,34,5,5,1
1377,35-44,3,M,1,University_degree,7,50,36,52,32,39,4,7,1
1378,25-34,2,F,0,Masters,8,42,42,43,52,48,2,6,0
1379,25-34,2,F,0,Masters,8,50,33,51,43,54,4,3,1
1380,18-24,1,M,1,Some_college,5,30,43,56,42,44,7,5,1
1381,25-34,2,F,0,University_degree,7,25,45,39,40,46,3,3,0
1382,18-24,1,M,1,Some_college,5,26,43,53,54,50,4,5,1
1383,18-24,1,M,1,Some_college,5,24,38,52,50,34,3,9,1
1384,18-24,1,F,0,University_degree,7,29,42,49,48,43,8,2,1
1385,18-24,1,M,1,Some_college,5,22,48,55,39,51,4,5,1
1386,18-24,1,F,0,Some_college,5,33,37,44,43,46,2,3,1
1387,45-54,4,F,0,Some_college,5,35,33,53,39,40,5,8,1
1388,25-34,2,F,0,Doctorate,9,41,42,56,39,37,4,6,0
1389,35-44,3,F,0,Certificate-diploma,6,42,43,49,39,35,8,10,1
1390,18-24,1,M,1,Some_college,5,34,43,52,38,44,3,9,1
1391,18-24,1,M,1,University_degree,7,44,42,42,43,41,8,10,1
1392,18-24,1,M,1,Some_college,5,31,53,57,39,32,9,2,1
1393,45-54,4,M,1,Certificate-diploma,6,32,41,41,40,43,2,2,0
1394,25-34,2,F,0,Masters,8,49,42,45,43,45,3,4,1
1395,25-34,2,F,0,Masters,8,43,40,47,48,51,2,6,0
1396,25-34,2,F,0,University_degree,7,40,39,46,48,46,4,6,1
1397,25-34,2,F,0,Masters,8,52,37,37,52,35,2,2,0
1398,18-24,1,F,0,University_degree,7,30,43,52,53,46,4,10,1
1399,18-24,1,M,1,Some_college,5,28,47,46,51,54,7,10,1
1400,25-34,2,F,0,University_degree,7,44,34,42,40,40,3,6,1
1401,25-34,2,F,0,Masters,8,46,46,39,39,41,2,3,1
1402,25-34,2,F,0,University_degree,7,42,41,47,51,45,3,3,0
1403,25-34,2,F,0,University_degree,7,45,40,52,49,38,2,8,1
1404,25-34,2,F,0,University_degree,7,40,40,38,44,46,2,4,0
1405,18-24,1,F,0,University_degree,7,16,41,33,58,35,1,4,0
1406,25-34,2,F,0,Doctorate,9,51,48,50,45,36,6,3,1
1407,25-34,2,F,0,University_degree,7,38,36,35,46,31,2,4,1
1408,25-34,2,F,0,Masters,8,28,45,54,51,45,5,5,1
1409,25-34,2,M,1,Masters,8,49,31,42,46,32,7,7,1
1410,25-34,2,F,0,Doctorate,9,18,33,41,44,38,3,7,1
1411,25-34,2,F,0,University_degree,7,30,37,50,52,50,3,3,0
1412,25-34,2,F,0,University_degree,7,40,38,55,41,51,4,10,1
1413,25-34,2,F,0,Masters,8,46,45,54,43,44,2,8,1
1414,25-34,2,F,0,University_degree,7,46,35,44,38,47,3,4,1
1415,25-34,2,F,0,Doctorate,9,32,54,55,47,46,4,8,1
1416,18-24,1,M,1,Left_school_at_16,2,53,30,45,31,29,7,7,1
1417,18-24,1,M,1,Some_college,5,25,32,40,45,44,2,6,1
1418,18-24,1,F,0,University_degree,7,45,35,41,45,42,3,6,0
1419,25-34,2,F,0,Masters,8,34,38,37,54,40,2,3,1
1420,18-24,1,M,1,Some_college,5,32,45,55,47,42,5,5,1
1421,25-34,2,M,1,Some_college,5,44,37,50,38,38,7,5,1
1422,25-34,2,M,1,Some_college,5,34,43,51,39,44,4,5,1
1423,45-54,4,M,1,Left_school_before_16,1,35,33,46,50,34,5,5,1
1424,18-24,1,M,1,University_degree,7,28,51,56,46,40,5,10,1
1425,25-34,2,M,1,Some_college,5,42,36,44,40,33,8,7,1
1426,25-34,2,F,0,University_degree,7,33,44,54,48,46,5,5,1
1427,35-44,3,M,1,Certificate-diploma,6,39,42,45,42,42,8,10,1
1428,18-24,1,F,0,Certificate-diploma,6,36,40,45,45,53,7,10,0
1429,18-24,1,M,1,Some_college,5,27,51,50,34,49,6,5,1
1430,18-24,1,F,0,Some_college,5,43,38,41,46,35,4,9,1
1431,18-24,1,M,1,Some_college,5,33,49,55,39,41,7,5,0
1432,18-24,1,F,0,Some_college,5,48,47,42,28,37,9,10,1
1433,45-54,4,F,0,Doctorate,9,26,31,41,40,46,3,2,1
1434,25-34,2,F,0,Masters,8,39,33,42,58,51,2,3,0
1435,25-34,2,F,0,Masters,8,40,30,38,47,44,2,1,0
1436,55-64,5,F,0,Masters,8,28,40,47,45,47,6,6,1
1437,55-64,5,F,0,Certificate-diploma,6,28,36,48,45,33,9,10,1
1438,18-24,1,M,1,Left_school_at_16,2,48,37,48,46,41,3,5,1
1439,18-24,1,M,1,Some_college,5,20,47,51,37,49,3,8,1
1440,18-24,1,M,1,Some_college,5,29,44,46,35,36,4,7,1
1441,35-44,3,F,0,Masters,8,34,40,40,48,45,2,3,0
1442,45-54,4,F,0,Masters,8,25,39,47,52,50,3,3,0
1443,25-34,2,F,0,Masters,8,46,33,41,51,48,2,2,0
1444,35-44,3,F,0,Doctorate,9,31,46,51,49,46,3,3,1
1445,35-44,3,F,0,Masters,8,29,37,38,54,48,3,4,1
1446,45-54,4,F,0,Masters,8,23,41,48,49,49,2,3,1
1447,25-34,2,F,0,Masters,8,29,46,48,50,54,5,4,0
1448,25-34,2,F,0,Masters,8,36,44,38,39,53,4,8,0
1449,25-34,2,F,0,University_degree,7,25,49,50,51,52,6,7,0
1450,18-24,1,F,0,Masters,8,30,41,40,47,47,4,9,0
1451,25-34,2,F,0,Masters,8,26,47,52,36,51,4,6,1
1452,25-34,2,F,0,Doctorate,9,26,36,46,50,53,2,9,1
1453,18-24,1,M,1,Some_college,5,40,37,58,30,55,8,2,1
1454,18-24,1,F,0,University_degree,7,39,41,35,46,49,2,3,0
1455,25-34,2,F,0,Doctorate,9,31,40,45,48,47,3,6,0
1456,18-24,1,M,1,Certificate-diploma,6,43,35,55,55,39,3,2,1
1457,45-54,4,F,0,Masters,8,19,44,47,52,52,3,4,0
1458,25-34,2,F,0,Doctorate,9,41,32,43,54,45,2,10,1
1459,25-34,2,F,0,University_degree,7,24,36,45,46,49,3,6,1
1460,18-24,1,F,0,University_degree,7,27,45,46,50,37,4,4,1
1461,35-44,3,F,0,Doctorate,9,19,50,47,44,47,5,4,1
1462,55-64,5,M,1,Masters,8,37,44,52,45,36,3,3,1
1463,25-34,2,M,1,Masters,8,37,41,43,46,43,3,10,1
1464,18-24,1,M,1,Some_college,5,25,45,52,49,45,4,7,1
1465,25-34,2,M,1,Masters,8,14,48,42,48,38,6,8,0
1466,25-34,2,F,0,Some_college,5,43,36,44,37,41,7,9,1
1467,18-24,1,F,0,University_degree,7,30,42,51,42,46,2,6,1
1468,55-64,5,F,0,University_degree,7,20,45,52,53,48,4,8,1
1469,25-34,2,F,0,Masters,8,34,34,37,51,43,2,6,1
1470,18-24,1,F,0,University_degree,7,39,40,46,48,40,2,3,0
1471,65+,6,M,1,University_degree,7,20,39,42,57,45,2,1,0
1472,55-64,5,M,1,Masters,8,28,38,48,45,51,4,4,1
1473,18-24,1,M,1,Some_college,5,34,43,45,36,43,3,5,1
1474,25-34,2,F,0,Masters,8,33,42,52,46,43,3,8,1
1475,45-54,4,M,1,Some_college,5,46,35,40,35,47,9,5,1
1476,25-34,2,F,0,Some_college,5,57,26,42,27,24,8,5,1
1477,25-34,2,M,1,Certificate-diploma,6,32,37,45,40,43,3,4,1
1478,18-24,1,M,1,Some_college,5,40,35,46,41,32,2,10,1
1479,18-24,1,M,1,Some_college,5,27,49,56,43,38,9,2,1
1480,35-44,3,F,0,Certificate-diploma,6,35,36,31,43,40,3,4,1
1481,25-34,2,F,0,Some_college,5,49,42,51,49,43,3,8,1
1482,45-54,4,F,0,University_degree,7,51,22,47,43,26,7,1,1
1483,45-54,4,F,0,Doctorate,9,27,40,47,44,47,4,9,0
1484,25-34,2,F,0,University_degree,7,33,43,51,53,41,3,7,1
1485,35-44,3,M,1,Certificate-diploma,6,41,32,43,44,33,7,4,1
1486,25-34,2,F,0,Doctorate,9,26,49,40,49,46,3,6,0
1487,18-24,1,M,1,Some_college,5,25,47,54,32,37,6,5,1
1488,25-34,2,F,0,University_degree,7,35,38,37,43,47,3,3,0
1489,18-24,1,M,1,University_degree,7,43,40,45,36,46,8,6,1
1490,25-34,2,F,0,Some_college,5,31,37,45,31,32,9,2,1
1491,25-34,2,F,0,Doctorate,9,49,35,42,33,49,7,1,1
1492,18-24,1,F,0,Masters,8,35,47,36,40,36,7,5,1
1493,18-24,1,M,1,Some_college,5,50,36,41,40,30,8,7,1
1494,45-54,4,M,1,Some_college,5,34,38,50,44,40,8,5,1
1495,18-24,1,M,1,Some_college,5,55,33,43,41,29,8,8,1
1496,18-24,1,M,1,Some_college,5,45,16,43,33,28,9,7,1
1497,18-24,1,M,1,Some_college,5,28,33,46,39,39,3,8,1
1498,25-34,2,M,1,Masters,8,25,41,48,37,35,5,5,0
1499,45-54,4,F,0,Left_school_before_16,1,42,39,43,40,34,5,6,1
1500,45-54,4,M,1,University_degree,7,26,46,49,43,46,7,5,1
1501,25-34,2,M,1,Doctorate,9,32,43,46,39,42,6,5,1
1502,18-24,1,F,0,Some_college,5,42,41,50,29,42,9,9,1
1503,18-24,1,M,1,University_degree,7,40,26,52,42,38,5,6,0
1504,25-34,2,M,1,University_degree,7,31,43,55,41,39,5,7,1
1505,18-24,1,F,0,University_degree,7,31,40,44,44,38,8,5,1
1506,35-44,3,F,0,Certificate-diploma,6,52,19,48,51,36,4,9,1
1507,45-54,4,F,0,Doctorate,9,36,50,53,47,54,4,6,1
1508,18-24,1,F,0,Left_school_at_16,2,59,21,53,38,25,4,4,0
1509,18-24,1,F,0,University_degree,7,46,35,52,31,39,5,10,1
1510,25-34,2,F,0,Certificate-diploma,6,43,31,51,47,42,6,7,1
1511,25-34,2,M,1,Some_college,5,45,24,45,40,35,2,4,0
1512,18-24,1,M,1,University_degree,7,43,34,56,44,32,4,6,1
1513,18-24,1,M,1,Left_school_before_16,1,56,35,48,39,41,2,4,1
1514,18-24,1,M,1,Some_college,5,34,36,40,39,38,4,1,1
1515,25-34,2,M,1,Left_school_at_18,4,48,22,48,41,27,5,6,1
1516,18-24,1,M,1,Some_college,5,46,37,46,34,33,9,5,1
1517,18-24,1,M,1,Left_school_at_18,4,28,52,56,36,39,9,2,1
1518,45-54,4,M,1,Doctorate,9,42,30,55,37,38,9,7,1
1519,18-24,1,M,1,Certificate-diploma,6,36,28,57,37,43,5,10,1
1520,18-24,1,M,1,Some_college,5,33,34,37,34,27,3,8,1
1521,18-24,1,M,1,Some_college,5,49,38,45,42,32,5,9,1
1522,18-24,1,M,1,Certificate-diploma,6,49,28,53,37,31,8,7,1
1523,25-34,2,M,1,Certificate-diploma,6,35,19,54,52,45,2,1,1
1524,18-24,1,M,1,Some_college,5,44,53,57,44,37,9,2,1
1525,18-24,1,M,1,Left_school_at_18,4,51,23,54,46,31,6,10,1
1526,18-24,1,M,1,Left_school_at_16,2,44,48,48,35,35,7,2,1
1527,18-24,1,M,1,Left_school_at_18,4,41,48,54,40,38,9,7,1
1528,18-24,1,M,1,Some_college,5,45,40,53,35,30,8,10,1
1529,18-24,1,F,0,University_degree,7,20,52,50,33,43,8,2,1
1530,18-24,1,M,1,Some_college,5,22,46,56,43,41,8,7,1
1531,18-24,1,M,1,Left_school_before_16,1,25,33,53,51,38,7,5,1
1532,25-34,2,F,0,University_degree,7,34,46,54,48,40,4,8,1
1533,18-24,1,M,1,Some_college,5,46,27,50,42,22,7,9,1
1534,18-24,1,M,1,Some_college,5,27,48,43,39,42,7,5,1
1535,25-34,2,M,1,Left_school_at_18,4,36,42,39,45,37,3,7,1
1536,35-44,3,F,0,Some_college,5,39,40,40,39,38,3,8,1
